Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Recency,Frequency,Monetary,EngagementScore,ComplaintRatio,Churn
3.0,0,3.0,9.0,4,1,3.0,4.0,2,1.0,2,3.0,0.0,19.0,1.0,2.0,10.0,170.54,10.0,2.0,170.54,3.4,0.0,0
29.0,1,1.0,27.0,1,1,3.0,4.0,2,1.0,1,5.0,1.0,20.0,1.0,2.0,9.0,179.15,9.0,2.0,179.15,3.4,0.19999960000080003,0
1.0,0,1.0,18.0,3,1,3.0,4.0,2,5.0,1,3.0,1.0,14.0,2.0,4.0,4.0,172.41,4.0,4.0,172.41,3.4,0.3333322222259259,0
11.0,2,1.0,7.0,4,0,3.0,4.0,4,1.0,2,3.0,0.0,13.0,2.0,6.0,8.0,146.15,8.0,6.0,146.15,3.4,0.0,0
8.0,0,1.0,31.0,4,1,3.0,4.0,4,3.0,1,5.0,1.0,23.0,1.0,2.0,1.0,156.61,1.0,2.0,156.61,3.4,0.19999960000080003,1
12.0,1,1.0,30.0,4,1,3.0,4.0,2,1.0,1,11.0,0.0,15.0,1.0,2.0,3.0,182.45,3.0,2.0,182.45,3.4,0.0,0
1.0,2,1.0,23.0,3,1,3.0,4.0,4,4.0,1,4.0,1.0,14.0,2.0,2.0,3.0,148.73,3.0,2.0,148.73,3.4,0.24999937500156252,1
2.0,1,1.0,15.0,4,0,4.0,4.0,4,1.0,2,3.0,0.0,22.0,2.0,2.0,3.0,158.1,3.0,2.0,158.1,4.0,0.0,0
23.0,0,1.0,17.0,4,0,3.0,4.0,5,5.0,2,11.0,1.0,15.0,1.0,2.0,3.0,311.65,3.0,2.0,311.65,3.4,0.09090900826453795,0
10.0,1,1.0,10.0,1,1,2.0,4.0,2,4.0,2,6.0,0.0,13.0,3.0,8.0,8.0,169.85,8.0,8.0,169.85,2.8,0.0,0
5.0,0,3.0,12.0,5,0,3.0,4.0,4,4.0,1,3.0,0.0,12.0,1.0,3.0,3.0,152.89,3.0,3.0,152.89,3.4,0.0,0
1.0,1,3.0,11.0,5,1,3.0,5.0,2,1.0,2,3.0,1.0,13.0,5.0,8.0,5.0,183.28,5.0,8.0,183.28,3.8,0.3333322222259259,1
11.0,0,1.0,16.0,3,1,3.0,4.0,4,1.0,1,3.0,1.0,13.0,1.0,2.0,3.0,148.26,3.0,2.0,148.26,3.4,0.3333322222259259,0
16.0,0,3.0,33.0,5,0,4.0,4.0,1,4.0,1,7.0,0.0,15.0,4.0,2.0,9.0,260.25,9.0,2.0,260.25,4.0,0.0,0
1.0,2,1.0,10.0,4,1,3.0,4.0,4,3.0,2,3.0,0.0,14.0,2.0,2.0,1.0,139.2,1.0,2.0,139.2,3.4,0.0,1
9.0,1,3.0,23.0,5,1,4.0,4.0,0,4.0,1,2.0,0.0,16.0,4.0,7.0,10.0,205.2,10.0,7.0,205.2,4.0,0.0,0
10.0,0,1.0,25.0,4,1,3.0,2.0,4,1.0,1,6.0,0.0,19.0,2.0,2.0,1.0,161.88,1.0,2.0,161.88,2.5999999999999996,0.0,0
25.0,1,1.0,9.0,3,1,3.0,6.0,2,4.0,1,7.0,0.0,19.0,1.0,2.0,3.0,179.82,3.0,2.0,179.82,4.2,0.0,0
15.0,1,3.0,9.0,4,1,3.0,4.0,1,4.0,2,3.0,0.0,20.0,1.0,2.0,5.0,285.15,5.0,2.0,285.15,3.4,0.0,0
1.0,2,3.0,17.0,3,0,4.0,5.0,4,3.0,2,3.0,0.0,13.0,1.0,2.0,1.0,137.0,1.0,2.0,137.0,4.4,0.0,0
2.0,1,1.0,23.0,3,1,4.0,2.0,2,5.0,2,2.0,0.0,20.0,1.0,2.0,8.0,181.61,8.0,2.0,181.61,3.2,0.0,0
5.0,1,3.0,14.0,2,1,4.0,2.0,2,1.0,1,6.0,0.0,12.0,4.0,8.0,8.0,194.29,8.0,8.0,194.29,3.2,0.0,0
13.0,1,1.0,7.0,3,1,3.0,2.0,0,1.0,1,2.0,0.0,18.0,2.0,4.0,3.0,221.13,3.0,4.0,221.13,2.5999999999999996,0.0,0
10.0,0,1.0,31.0,4,0,3.0,4.0,2,4.0,1,9.0,0.0,16.0,2.0,2.0,9.0,181.74,9.0,2.0,181.74,3.4,0.0,0
6.0,1,3.0,14.0,4,1,4.0,5.0,2,3.0,1,3.0,0.0,15.0,4.0,5.0,9.0,179.84,9.0,5.0,179.84,4.4,0.0,0
12.0,1,1.0,32.0,4,0,3.0,5.0,0,4.0,1,5.0,0.0,18.0,1.0,2.0,2.0,245.61,2.0,2.0,245.61,3.8,0.0,0
31.0,0,1.0,7.0,4,1,3.0,6.0,2,3.0,1,4.0,1.0,14.0,2.0,2.0,3.0,181.6,3.0,2.0,181.6,4.2,0.24999937500156252,0
5.0,1,1.0,12.0,1,1,3.0,4.0,4,1.0,1,2.0,1.0,13.0,2.0,2.0,4.0,173.21,4.0,2.0,173.21,3.4,0.49999750001249993,0
5.0,1,2.0,9.0,6,1,4.0,5.0,2,5.0,1,5.0,0.0,13.0,1.0,2.0,1.0,189.1,1.0,2.0,189.1,4.4,0.0,0
19.0,0,1.0,14.0,4,1,4.0,4.0,0,5.0,1,3.0,0.0,19.0,3.0,10.0,12.0,177.1,12.0,10.0,177.1,4.0,0.0,0
5.0,1,1.0,9.0,4,1,3.0,4.0,4,1.0,1,2.0,1.0,19.0,3.0,3.0,3.0,151.95,3.0,3.0,151.95,3.4,0.49999750001249993,0
7.0,0,1.0,12.0,4,0,4.0,4.0,0,4.0,1,8.0,0.0,12.0,8.0,2.0,9.0,243.77999999999997,9.0,2.0,243.77999999999997,4.0,0.0,0
1.0,1,1.0,17.0,3,1,4.0,4.0,1,5.0,1,3.0,1.0,15.0,2.0,12.0,11.0,295.68,11.0,12.0,295.68,4.0,0.3333322222259259,0
17.0,0,1.0,17.0,4,0,3.0,4.0,4,1.0,2,2.0,0.0,20.0,1.0,2.0,8.0,149.55,8.0,2.0,149.55,3.4,0.0,0
23.0,1,1.0,7.0,2,0,3.0,5.0,1,3.0,2,9.0,1.0,13.0,1.0,2.0,8.0,264.64,8.0,2.0,264.64,3.8,0.11111098765445816,0
16.0,1,1.0,15.0,3,1,3.0,5.0,2,4.0,1,4.0,0.0,16.0,8.0,8.0,8.0,174.41,8.0,8.0,174.41,3.8,0.0,1
1.0,1,1.0,12.0,4,0,3.0,4.0,4,4.0,2,3.0,1.0,13.0,1.0,2.0,3.0,149.78,3.0,2.0,149.78,3.4,0.3333322222259259,0
6.0,1,3.0,15.0,1,0,4.0,5.0,2,4.0,1,3.0,1.0,12.0,12.0,12.0,10.0,177.28,10.0,12.0,177.28,4.4,0.3333322222259259,0
1.0,1,3.0,9.0,4,1,4.0,4.0,2,3.0,2,3.0,1.0,12.0,1.0,2.0,5.0,169.78,5.0,2.0,169.78,4.0,0.3333322222259259,0
5.0,1,3.0,14.0,5,1,4.0,4.0,2,1.0,1,6.0,0.0,13.0,1.0,2.0,8.0,200.47,8.0,2.0,200.47,4.0,0.0,0
6.0,1,1.0,9.0,3,0,4.0,2.0,2,1.0,2,9.0,0.0,17.0,1.0,2.0,8.0,175.55,8.0,2.0,175.55,3.2,0.0,0
1.0,1,1.0,9.0,3,1,3.0,6.0,4,1.0,1,7.0,1.0,14.0,2.0,3.0,3.0,159.64,3.0,3.0,159.64,4.2,0.14285693877580175,1
4.0,1,1.0,35.0,3,0,4.0,4.0,2,1.0,1,3.0,0.0,14.0,2.0,2.0,10.0,182.75,10.0,2.0,182.75,4.0,0.0,0
5.0,0,1.0,14.0,4,0,3.0,5.0,0,3.0,1,3.0,0.0,25.0,8.0,9.0,3.0,214.43,3.0,9.0,214.43,3.8,0.0,0
13.0,0,1.0,14.0,3,1,3.0,5.0,5,1.0,1,3.0,0.0,15.0,7.0,14.0,4.0,317.72,4.0,14.0,317.72,3.8,0.0,0
3.0,1,3.0,10.0,3,0,3.0,4.0,2,3.0,1,6.0,1.0,19.0,2.0,2.0,1.0,177.38,1.0,2.0,177.38,3.4,0.16666638888935187,1
7.0,0,3.0,17.0,5,1,3.0,5.0,2,1.0,2,5.0,0.0,15.0,2.0,2.0,2.0,171.82,2.0,2.0,171.82,3.8,0.0,0
21.0,1,1.0,12.0,4,1,3.0,4.0,5,3.0,1,6.0,0.0,15.0,2.0,2.0,2.0,308.0,2.0,2.0,308.0,3.4,0.0,0
17.0,0,1.0,17.0,4,0,3.0,5.0,2,3.0,1,3.0,0.0,12.0,2.0,2.0,1.0,177.57,1.0,2.0,177.57,3.8,0.0,0
1.0,0,3.0,7.0,5,1,4.0,4.0,2,4.0,1,2.0,1.0,14.0,1.0,2.0,5.0,188.49,5.0,2.0,188.49,4.0,0.49999750001249993,0
28.0,0,1.0,27.0,4,0,3.0,4.0,2,3.0,2,5.0,0.0,13.0,1.0,2.0,4.0,173.69,4.0,2.0,173.69,3.4,0.0,0
17.0,1,1.0,14.0,4,0,3.0,4.0,0,5.0,1,10.0,0.0,17.0,2.0,2.0,3.0,224.85,3.0,2.0,224.85,3.4,0.0,0
19.0,1,1.0,15.0,6,1,4.0,4.0,2,1.0,1,11.0,0.0,15.0,9.0,10.0,9.0,161.97,9.0,10.0,161.97,4.0,0.0,0
14.0,1,3.0,7.0,3,1,3.0,6.0,2,1.0,1,4.0,1.0,23.0,2.0,2.0,3.0,199.57,3.0,2.0,199.57,4.2,0.24999937500156252,0
1.0,2,1.0,15.0,6,1,4.0,6.0,4,5.0,1,3.0,1.0,12.0,1.0,2.0,8.0,146.19,8.0,2.0,146.19,4.800000000000001,0.3333322222259259,1
3.0,1,1.0,16.0,6,1,2.0,5.0,4,1.0,2,2.0,0.0,18.0,2.0,3.0,3.0,164.83,3.0,3.0,164.83,3.2,0.0,0
4.0,1,3.0,12.0,5,0,2.0,5.0,2,3.0,1,3.0,0.0,14.0,2.0,2.0,3.0,186.18,3.0,2.0,186.18,3.2,0.0,0
1.0,1,3.0,15.0,5,0,3.0,4.0,2,4.0,1,3.0,0.0,19.0,1.0,2.0,8.0,187.14,8.0,2.0,187.14,3.4,0.0,0
11.0,1,1.0,12.0,3,1,4.0,4.0,2,1.0,1,9.0,0.0,17.0,2.0,2.0,5.0,188.47,5.0,2.0,188.47,4.0,0.0,0
12.0,1,1.0,22.0,4,1,4.0,5.0,0,1.0,1,2.0,1.0,15.0,3.0,2.0,10.0,240.10000000000002,10.0,2.0,240.10000000000002,4.4,0.49999750001249993,0
5.0,1,1.0,14.0,3,0,3.0,4.0,0,1.0,2,3.0,1.0,15.0,5.0,5.0,11.0,196.43,11.0,5.0,196.43,3.4,0.3333322222259259,0
3.0,1,3.0,17.0,5,0,3.0,5.0,2,4.0,1,3.0,1.0,15.0,2.0,2.0,8.0,207.68,8.0,2.0,207.68,3.8,0.3333322222259259,0
9.0,1,1.0,12.0,2,1,4.0,4.0,0,4.0,2,2.0,0.0,14.0,2.0,2.0,14.0,205.95,14.0,2.0,205.95,4.0,0.0,0
1.0,1,1.0,33.0,4,1,3.0,4.0,4,1.0,1,3.0,0.0,13.0,1.0,2.0,3.0,154.04,3.0,2.0,154.04,3.4,0.0,0
15.0,1,1.0,13.0,3,1,4.0,5.0,2,4.0,2,8.0,1.0,16.0,2.0,2.0,3.0,185.32,3.0,2.0,185.32,4.4,0.12499984375019532,0
21.0,0,3.0,11.0,3,1,4.0,4.0,2,3.0,2,5.0,0.0,20.0,1.0,2.0,1.0,154.76,1.0,2.0,154.76,4.0,0.0,0
16.0,1,1.0,30.0,4,0,3.0,4.0,1,1.0,2,4.0,0.0,15.0,1.0,2.0,1.0,284.92,1.0,2.0,284.92,3.4,0.0,0
3.0,0,3.0,9.0,4,1,4.0,4.0,2,3.0,1,3.0,0.0,15.0,2.0,2.0,3.0,171.49,3.0,2.0,171.49,4.0,0.0,0
16.0,1,2.0,9.0,1,1,3.0,4.0,4,3.0,1,2.0,1.0,12.0,2.0,2.0,1.0,151.96,1.0,2.0,151.96,3.4,0.49999750001249993,0
6.0,2,1.0,9.0,3,0,4.0,4.0,4,4.0,1,3.0,0.0,14.0,1.0,2.0,8.0,148.7,8.0,2.0,148.7,4.0,0.0,0
22.0,1,3.0,36.0,3,0,4.0,4.0,0,3.0,1,5.0,0.0,22.0,1.0,2.0,1.0,250.04000000000002,1.0,2.0,250.04000000000002,4.0,0.0,0
11.0,1,1.0,13.0,3,1,3.0,2.0,2,5.0,1,6.0,1.0,14.0,7.0,7.0,8.0,184.74,8.0,7.0,184.74,2.5999999999999996,0.16666638888935187,0
4.0,0,3.0,32.0,1,0,3.0,4.0,2,3.0,1,9.0,1.0,13.0,3.0,3.0,3.0,172.36,3.0,3.0,172.36,3.4,0.11111098765445816,0
1.0,1,3.0,7.0,4,1,3.0,4.0,2,3.0,1,3.0,0.0,18.0,1.0,8.0,8.0,177.96,8.0,8.0,177.96,3.4,0.0,0
16.0,1,1.0,9.0,6,1,4.0,5.0,2,1.0,2,5.0,0.0,24.0,2.0,2.0,1.0,192.81,1.0,2.0,192.81,4.4,0.0,0
1.0,0,3.0,7.0,1,0,4.0,5.0,4,4.0,2,3.0,1.0,12.0,2.0,2.0,3.0,146.74,3.0,2.0,146.74,4.4,0.3333322222259259,1
10.0,0,3.0,7.0,3,0,3.0,4.0,2,1.0,2,6.0,0.0,16.0,2.0,2.0,1.0,191.53,1.0,2.0,191.53,3.4,0.0,0
10.0,0,3.0,10.0,3,1,3.0,5.0,0,1.0,1,6.0,0.0,12.0,1.0,2.0,3.0,221.99,3.0,2.0,221.99,3.8,0.0,0
31.0,1,1.0,7.0,3,1,3.0,4.0,2,3.0,1,4.0,0.0,12.0,1.0,2.0,3.0,192.55,3.0,2.0,192.55,3.4,0.0,0
14.0,2,1.0,17.0,4,0,3.0,2.0,4,3.0,1,5.0,1.0,14.0,1.0,2.0,8.0,147.13,8.0,2.0,147.13,2.5999999999999996,0.19999960000080003,0
1.0,0,3.0,16.0,3,1,3.0,4.0,4,1.0,2,3.0,0.0,25.0,3.0,3.0,3.0,151.1,3.0,3.0,151.1,3.4,0.0,0
1.0,1,3.0,12.0,5,0,3.0,4.0,4,3.0,2,3.0,1.0,14.0,1.0,2.0,1.0,153.51,1.0,2.0,153.51,3.4,0.3333322222259259,1
11.0,1,1.0,17.0,3,0,4.0,4.0,4,5.0,1,8.0,0.0,21.0,2.0,2.0,4.0,159.52,4.0,2.0,159.52,4.0,0.0,0
20.0,0,1.0,14.0,3,0,2.0,4.0,2,3.0,1,4.0,0.0,15.0,2.0,2.0,1.0,177.58,1.0,2.0,177.58,2.8,0.0,0
5.0,0,3.0,11.0,5,1,3.0,4.0,2,4.0,2,3.0,0.0,19.0,5.0,8.0,3.0,218.55,3.0,8.0,218.55,3.4,0.0,1
24.0,1,1.0,17.0,2,1,4.0,5.0,0,1.0,2,8.0,0.0,16.0,2.0,2.0,3.0,229.96,3.0,2.0,229.96,4.4,0.0,0
4.0,1,3.0,29.0,5,1,4.0,5.0,2,3.0,1,4.0,1.0,13.0,2.0,2.0,1.0,188.8,1.0,2.0,188.8,4.4,0.24999937500156252,1
5.0,1,1.0,16.0,4,1,3.0,5.0,4,4.0,2,2.0,1.0,17.0,3.0,3.0,3.0,151.57,3.0,3.0,151.57,3.8,0.49999750001249993,0
1.0,1,3.0,19.0,4,0,3.0,2.0,4,4.0,2,3.0,0.0,16.0,1.0,2.0,1.0,152.16,1.0,2.0,152.16,2.5999999999999996,0.0,1
3.0,2,1.0,30.0,4,1,3.0,4.0,4,1.0,2,11.0,0.0,17.0,1.0,2.0,3.0,147.01,3.0,2.0,147.01,3.4,0.0,0
9.0,1,1.0,16.0,4,1,4.0,5.0,2,4.0,2,11.0,0.0,20.0,1.0,2.0,1.0,190.4,1.0,2.0,190.4,4.4,0.0,0
1.0,1,1.0,7.0,3,1,3.0,4.0,4,4.0,1,3.0,0.0,12.0,1.0,2.0,5.0,163.16,5.0,2.0,163.16,3.4,0.0,0
2.0,1,3.0,16.0,4,1,4.0,4.0,2,1.0,2,3.0,0.0,17.0,2.0,2.0,8.0,177.53,8.0,2.0,177.53,4.0,0.0,0
23.0,1,1.0,14.0,6,1,3.0,5.0,0,3.0,2,10.0,0.0,25.0,2.0,2.0,1.0,234.64999999999998,1.0,2.0,234.64999999999998,3.8,0.0,0
25.0,1,3.0,21.0,4,0,3.0,4.0,2,1.0,1,6.0,0.0,12.0,2.0,2.0,8.0,174.36,8.0,2.0,174.36,3.4,0.0,0
10.0,1,1.0,9.0,4,0,4.0,4.0,4,3.0,1,6.0,0.0,14.0,3.0,3.0,3.0,150.43,3.0,3.0,150.43,4.0,0.0,0
1.0,0,3.0,26.0,5,1,4.0,2.0,2,1.0,2,10.0,1.0,14.0,1.0,2.0,5.0,178.04,5.0,2.0,178.04,3.2,0.0999999000001,1
29.0,1,1.0,9.0,4,0,4.0,4.0,1,1.0,2,4.0,1.0,14.0,1.0,2.0,3.0,291.59,3.0,2.0,291.59,4.0,0.24999937500156252,0
1.0,1,3.0,17.0,5,0,4.0,4.0,2,3.0,1,3.0,1.0,13.0,1.0,2.0,4.0,167.6,4.0,2.0,167.6,4.0,0.3333322222259259,0
4.0,1,3.0,9.0,1,1,4.0,4.0,4,4.0,1,3.0,0.0,19.0,2.0,2.0,1.0,149.76,1.0,2.0,149.76,4.0,0.0,0
1.0,0,1.0,10.0,1,1,4.0,4.0,4,5.0,2,2.0,0.0,23.0,1.0,2.0,5.0,156.02,5.0,2.0,156.02,4.0,0.0,1
1.0,2,1.0,18.0,3,0,3.0,4.0,4,4.0,1,3.0,0.0,14.0,2.0,2.0,3.0,147.44,3.0,2.0,147.44,3.4,0.0,0
10.0,1,3.0,9.0,3,1,4.0,5.0,0,3.0,1,3.0,0.0,14.0,9.0,10.0,1.0,200.96,1.0,10.0,200.96,4.4,0.0,0
1.0,0,1.0,11.0,1,1,3.0,4.0,4,1.0,2,11.0,1.0,24.0,2.0,2.0,1.0,147.85,1.0,2.0,147.85,3.4,0.09090900826453795,1
11.0,1,1.0,21.0,4,0,4.0,4.0,4,5.0,1,3.0,0.0,13.0,11.0,13.0,18.0,155.34,18.0,13.0,155.34,4.0,0.0,0
14.0,1,3.0,9.0,5,0,3.0,4.0,2,4.0,1,9.0,0.0,13.0,1.0,2.0,4.0,182.15,4.0,2.0,182.15,3.4,0.0,0
16.0,1,1.0,7.0,4,0,4.0,4.0,4,5.0,1,5.0,0.0,17.0,1.0,2.0,3.0,150.76,3.0,2.0,150.76,4.0,0.0,0
11.0,1,1.0,17.0,4,1,3.0,4.0,2,4.0,2,4.0,1.0,13.0,1.0,2.0,2.0,166.97,2.0,2.0,166.97,3.4,0.24999937500156252,0
17.0,1,1.0,19.0,4,1,3.0,5.0,1,4.0,1,3.0,0.0,12.0,1.0,4.0,10.0,268.36,10.0,4.0,268.36,3.8,0.0,0
14.0,1,1.0,9.0,3,0,4.0,5.0,2,3.0,1,8.0,0.0,23.0,2.0,2.0,1.0,159.48,1.0,2.0,159.48,4.4,0.0,0
28.0,1,1.0,12.0,3,1,3.0,4.0,5,5.0,1,6.0,0.0,15.0,2.0,2.0,3.0,319.06,3.0,2.0,319.06,3.4,0.0,0
8.0,0,3.0,11.0,5,0,4.0,4.0,2,3.0,1,11.0,0.0,16.0,1.0,2.0,3.0,190.38,3.0,2.0,190.38,4.0,0.0,0
5.0,1,1.0,14.0,3,0,3.0,4.0,2,5.0,1,3.0,0.0,13.0,4.0,4.0,13.0,168.06,13.0,4.0,168.06,3.4,0.0,0
17.0,0,1.0,28.0,3,1,4.0,4.0,4,1.0,1,9.0,0.0,21.0,2.0,2.0,3.0,147.58,3.0,2.0,147.58,4.0,0.0,0
17.0,1,1.0,15.0,6,0,4.0,4.0,2,3.0,1,6.0,1.0,15.0,2.0,2.0,3.0,170.22,3.0,2.0,170.22,4.0,0.16666638888935187,0
1.0,1,3.0,11.0,4,0,4.0,5.0,2,1.0,2,3.0,1.0,12.0,1.0,2.0,4.0,169.87,4.0,2.0,169.87,4.4,0.3333322222259259,0
11.0,0,1.0,32.0,3,0,4.0,4.0,2,3.0,1,5.0,1.0,16.0,5.0,11.0,8.0,169.49,8.0,11.0,169.49,4.0,0.19999960000080003,0
5.0,2,1.0,7.0,4,1,4.0,5.0,4,5.0,1,3.0,0.0,13.0,4.0,4.0,3.0,147.18,3.0,4.0,147.18,4.4,0.0,0
13.0,0,1.0,7.0,4,1,3.0,4.0,5,3.0,1,3.0,1.0,15.0,1.0,2.0,7.0,316.97,7.0,2.0,316.97,3.4,0.3333322222259259,0
30.0,0,3.0,13.0,4,0,3.0,2.0,1,5.0,1,11.0,0.0,12.0,7.0,2.0,8.0,257.12,8.0,2.0,257.12,2.5999999999999996,0.0,0
4.0,1,3.0,19.0,1,0,3.0,4.0,2,3.0,2,2.0,0.0,12.0,4.0,5.0,5.0,190.77,5.0,5.0,190.77,3.4,0.0,0
15.0,1,3.0,7.0,5,1,3.0,2.0,0,5.0,1,3.0,0.0,17.0,2.0,2.0,8.0,208.92,8.0,2.0,208.92,2.5999999999999996,0.0,0
2.0,1,1.0,24.0,3,1,4.0,4.0,2,5.0,1,3.0,0.0,13.0,1.0,2.0,9.0,170.58,9.0,2.0,170.58,4.0,0.0,0
1.0,1,1.0,10.0,3,1,4.0,4.0,4,5.0,1,7.0,0.0,14.0,2.0,2.0,3.0,165.31,3.0,2.0,165.31,4.0,0.0,1
26.0,1,1.0,10.0,3,1,3.0,5.0,0,3.0,1,4.0,1.0,15.0,2.0,2.0,5.0,204.69,5.0,2.0,204.69,3.8,0.24999937500156252,0
19.0,1,1.0,17.0,4,1,4.0,4.0,4,1.0,1,5.0,0.0,22.0,1.0,2.0,3.0,151.54,3.0,2.0,151.54,4.0,0.0,0
26.0,1,1.0,11.0,4,0,2.0,4.0,1,1.0,1,4.0,0.0,14.0,1.0,2.0,5.0,290.55,5.0,2.0,290.55,2.8,0.0,0
16.0,0,1.0,36.0,4,0,4.0,4.0,2,3.0,1,4.0,0.0,12.0,2.0,2.0,3.0,170.56,3.0,2.0,170.56,4.0,0.0,0
4.0,1,1.0,9.0,4,0,3.0,6.0,2,1.0,2,4.0,0.0,21.0,2.0,2.0,3.0,185.91,3.0,2.0,185.91,4.2,0.0,0
31.0,1,1.0,14.0,4,0,3.0,4.0,5,5.0,1,7.0,0.0,15.0,2.0,12.0,11.0,320.66,11.0,12.0,320.66,3.4,0.0,0
20.0,1,1.0,25.0,3,0,3.0,4.0,2,3.0,1,4.0,0.0,15.0,2.0,2.0,9.0,173.1,9.0,2.0,173.1,3.4,0.0,0
16.0,0,1.0,35.0,1,0,3.0,5.0,2,1.0,1,2.0,0.0,12.0,1.0,2.0,5.0,170.23,5.0,2.0,170.23,3.8,0.0,0
1.0,1,3.0,7.0,1,0,4.0,4.0,4,4.0,2,3.0,1.0,17.0,1.0,2.0,5.0,157.02,5.0,2.0,157.02,4.0,0.3333322222259259,1
1.0,0,3.0,13.0,5,0,3.0,6.0,4,3.0,1,2.0,0.0,17.0,1.0,2.0,1.0,148.51,1.0,2.0,148.51,4.2,0.0,1
12.0,0,1.0,9.0,4,1,3.0,4.0,4,1.0,1,3.0,1.0,24.0,2.0,2.0,1.0,142.02,1.0,2.0,142.02,3.4,0.3333322222259259,0
14.0,1,3.0,9.0,4,0,4.0,4.0,5,3.0,1,2.0,0.0,15.0,2.0,2.0,13.0,305.41,13.0,2.0,305.41,4.0,0.0,0
1.0,1,1.0,30.0,4,0,3.0,4.0,4,1.0,1,3.0,0.0,23.0,1.0,2.0,3.0,153.86,3.0,2.0,153.86,3.4,0.0,0
4.0,0,1.0,10.0,4,1,3.0,4.0,4,1.0,1,6.0,0.0,16.0,2.0,2.0,5.0,145.97,5.0,2.0,145.97,3.4,0.0,0
3.0,1,1.0,10.0,3,1,4.0,5.0,0,3.0,1,3.0,0.0,19.0,1.0,2.0,8.0,244.35000000000002,8.0,2.0,244.35000000000002,4.4,0.0,0
1.0,1,1.0,32.0,1,0,4.0,5.0,4,4.0,1,7.0,0.0,17.0,2.0,2.0,2.0,150.46,2.0,2.0,150.46,4.4,0.0,1
1.0,1,2.0,9.0,1,1,3.0,5.0,4,1.0,2,3.0,0.0,13.0,1.0,2.0,1.0,150.64,1.0,2.0,150.64,3.8,0.0,1
4.0,0,3.0,29.0,6,0,4.0,4.0,0,5.0,1,2.0,0.0,12.0,4.0,8.0,9.0,209.12,9.0,8.0,209.12,4.0,0.0,0
31.0,1,3.0,36.0,5,1,3.0,5.0,1,1.0,1,5.0,0.0,13.0,1.0,2.0,1.0,266.18,1.0,2.0,266.18,3.8,0.0,0
24.0,1,1.0,36.0,4,1,3.0,5.0,1,3.0,1,2.0,0.0,15.0,16.0,16.0,8.0,295.46,8.0,16.0,295.46,3.8,0.0,0
4.0,0,1.0,9.0,3,0,3.0,4.0,4,1.0,2,2.0,0.0,15.0,2.0,7.0,8.0,150.64,8.0,7.0,150.64,3.4,0.0,0
31.0,0,3.0,35.0,5,0,4.0,5.0,0,5.0,1,6.0,0.0,20.0,4.0,14.0,3.0,227.66,3.0,14.0,227.66,4.4,0.0,0
21.0,1,1.0,9.0,3,0,4.0,4.0,2,1.0,1,7.0,0.0,14.0,1.0,2.0,5.0,175.7,5.0,2.0,175.7,4.0,0.0,0
20.0,1,1.0,9.0,4,1,3.0,4.0,1,3.0,1,8.0,0.0,15.0,2.0,2.0,2.0,303.61,2.0,2.0,303.61,3.4,0.0,0
9.0,1,1.0,29.0,4,1,3.0,6.0,4,3.0,2,2.0,0.0,16.0,2.0,5.0,4.0,167.3,4.0,5.0,167.3,4.2,0.0,0
28.0,1,1.0,6.0,4,0,3.0,4.0,2,3.0,2,9.0,0.0,12.0,1.0,2.0,1.0,162.8,1.0,2.0,162.8,3.4,0.0,0
8.0,1,1.0,9.0,4,1,4.0,5.0,4,3.0,1,5.0,0.0,13.0,4.0,6.0,8.0,152.68,8.0,6.0,152.68,4.4,0.0,0
6.0,1,3.0,17.0,5,0,4.0,5.0,0,1.0,1,4.0,1.0,20.0,1.0,2.0,3.0,215.71,3.0,2.0,215.71,4.4,0.24999937500156252,0
5.0,1,1.0,16.0,4,1,3.0,4.0,0,4.0,1,3.0,0.0,26.0,1.0,2.0,9.0,231.48000000000002,9.0,2.0,231.48000000000002,3.4,0.0,0
1.0,1,1.0,22.0,3,1,3.0,4.0,0,3.0,1,9.0,1.0,13.0,1.0,8.0,8.0,261.1,8.0,8.0,261.1,3.4,0.11111098765445816,1
1.0,1,1.0,17.0,3,1,3.0,6.0,4,1.0,1,9.0,0.0,14.0,1.0,2.0,4.0,159.08,4.0,2.0,159.08,4.2,0.0,1
4.0,1,3.0,14.0,5,1,3.0,4.0,4,4.0,2,2.0,0.0,15.0,1.0,2.0,3.0,154.83,3.0,2.0,154.83,3.4,0.0,0
9.0,1,1.0,23.0,4,1,4.0,4.0,0,3.0,1,6.0,1.0,13.0,1.0,2.0,1.0,201.32,1.0,2.0,201.32,4.0,0.16666638888935187,0
1.0,0,1.0,27.0,4,1,4.0,4.0,0,3.0,1,5.0,0.0,13.0,2.0,2.0,3.0,223.24,3.0,2.0,223.24,4.0,0.0,1
1.0,0,2.0,30.0,6,0,3.0,4.0,0,5.0,1,11.0,1.0,16.0,2.0,2.0,3.0,224.5,3.0,2.0,224.5,3.4,0.09090900826453795,1
16.0,0,1.0,12.0,6,1,4.0,4.0,4,3.0,1,6.0,0.0,18.0,1.0,3.0,1.0,145.93,1.0,3.0,145.93,4.0,0.0,0
